,author,cook_time_minutes,description,error,footnotes,ingredients,instructions,photo_url,prep_time_minutes,rating_stars,review_count,time_scraped,title,total_time_minutes,url,Paella type
28,Rodale,0,"Tasty, exotic, low-fat and surprisingly easy to make.",False,[],"['1 onion, sliced', '2 stalks asparagus, sliced', '1 green bell pepper, diced', '1 red bell pepper, diced', '3 tomatoes, diced', '1 pinch saffron', '2 tablespoons tomato paste', '1 pound rice', '1 pound steak, sliced', '1 tablespoon vegetable oil', '1 clove garlic, minced', '1 cup chicken stock', '1/2 cup dry red wine']","[""Slice the onion and the asparagus, and diced the peppers and tomatoes. Boil a gallon of water in a large pot and add the saffron and half the tomato paste. Then add the rice and boil for 10 minutes. Remove from heat, and spoon the rice into a large baking dish. (Don't discard the water.) Put the vegetables in the pot and heat on medium for 5 minutes; the water doesn't have to boil. Strain the vegetables and mix into the rice."", 'Preheat your oven to 350 degrees F. In a saucepan, mix the steak, oil, garlic, stock, and remaining tomato paste. Heat on high, stirring occasionally, until the meat is brown (about 5 minutes). Add the wine and simmer, covered, for 3 minutes.', 'Mix the steak and juices into the baking dish. Cover the dish with foil and bake it at 350 degrees F for about 15 minutes, stirring every 3 minutes.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498115228,Paella,0,http://allrecipes.com/Recipe/134902/,Traditional
29,Martha Stewart,25,"You don't need a paella pan to make this meal. Use a wide, shallow saute pan with a lid. If you are taking this dish to a party, reheat it covered; add water as needed.",False,"['Note', ""Paella is usually flavored and colored with saffron, the world's most expensive spice. We used paprika and turmeric instead, which are less expensive but create an equally good dish.""]","['2 tablespoons olive oil', '3/4 pound medium shrimp, peeled and deveined', '1 (12 ounce) package chicken sausage, sliced in 1/2-inch rounds', '1 medium onion, finely chopped', '2 cloves garlic, minced', '1 1/2 cups long-grain rice', '1/4 teaspoon paprika', '1/4 teaspoon ground turmeric', '1 (14.5 ounce) can diced tomatoes', '2 (14.5 ounce) cans reduced-sodium chicken broth', 'Coarse salt and ground pepper', '1 cup frozen green peas, thawed']","['In a heavy 12-inch saute pan, heat 1 tablespoon oil over medium-high heat. Cook shrimp until just pink on both sides, 4 to 5 minutes (do not overcook). Transfer to a plate.', 'Add remaining tablespoon oil and sausage to pan; cook over medium-high heat until beginning to brown, about 2 minutes. Add onion, and cook, stirring frequently, until translucent, 3 to 4 minutes. Add garlic and rice; cook, stirring to coat, until rice is translucent, 1 to 2 minutes.', 'Stir in paprika, turmeric, tomatoes, and broth, scraping up browned bits from bottom of pan with a wooden spoon. Season with salt and pepper.', 'Bring to a boil, then reduce heat to a simmer. Cover, and cook until rice is tender and has absorbed almost all liquid, 20 to 25 minutes. Stir in peas; cook 1 minute. Stir in cooked shrimp; serve immediately.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,4.0,1,1498115670,Easy Paella,50,http://allrecipes.com/Recipe/136375/,Mixed
30,ZapnTatersMom,50,"My grandmother emigrated from Valladolid, Spain. This is her AUTHENTIC Paella (Spanish rice)! ",False,[],"['2 1/2 cups uncooked white rice', '6 cups chicken stock, divided', '3 cloves garlic', '1 teaspoon chopped fresh parsley', '1/2 teaspoon curry powder', '5 saffron threads', 'salt and ground black pepper to taste', '1/4 cup olive oil', '1 onion, diced', '1 (3 pound) whole chicken, cut into small pieces', '2 cups peeled and deveined small shrimp, diced', '6 small lobster tails', '1/2 pound clams in shell, scrubbed', '1 (8 ounce) jar mushrooms, drained', '1 cup green peas', '1 (2 ounce) can mussels']","['Rinse the rice with cold water; drain; set aside. Bring the chicken stock to a boil in a saucepan over medium-high heat, reduce the heat to low, cover, and keep warm. Work the garlic, parsley, curry powder, saffron threads, salt, black pepper, and 1/2 cup of the hot chicken stock together with a mortar and pestle until a smooth liquid forms; set the seasoning liquid aside.', 'Heat the olive oil in a paella pan over medium-high heat; cook and stir the onion until lightly browned. Stir in the chicken, shrimp, lobster, and clams; cook and stir until the chicken is no longer pink in the center, about 10 minutes. Pour in the seasoning liquid.', 'Stir in the rice, pour in the hot chicken stock, and simmer until the rice is nearly tender, about 15 minutes. Add mushrooms, peas, and mussels; stir two times, and simmer for 10 minutes. Remove from heat; cover and let stand until rice is soft and flaky, about 7 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/1103606.jpg,45,4.64,15,1498116131,Authentic Paella,105,http://allrecipes.com/Recipe/137464/,Mixed
31,Epicurious.com,60,.,False,"[""Cook's note"", 'Salad can be made (without parsley) 2 hours ahead and chilled, covered. Bring to room temperature and stir in parsley just before serving.', 'Chorizo is available at Latino markets and some supermarkets.']","['For Salad:', '2 tablespoons extra-virgin olive oil', '1/2 pound Spanish chorizo (spicy cured pork sausage; preferably hot), cut into 1/4-inch dice', '1/2 cup finely chopped shallot', '1 large garlic clove, minced', '1 1/2 cups chicken broth', '1/2 cup dry white wine', '3/4 pound medium shrimp in shell, peeled and deveined', '3/4 pound sea scallops, tough muscle removed from side of each if necessary, halved crosswise (quartered if large)', '1 tablespoon fresh lemon juice', '1 (10 ounce) box couscous', '1/4 teaspoon crumbled saffron threads', '1 cup frozen peas, thawed', '1 large red bell pepper, finely diced', '1 cup coarsely chopped drained pimiento-stuffed green olives', '1/3 cup finely chopped fresh flat-leaf parsley', 'For Dressing:', '1/3 cup fresh lemon juice', '1/3 cup extra-virgin olive oil', '2 large garlic cloves, chopped', '3/4 teaspoon salt', '1/2 teaspoon black pepper', '1/8 teaspoon cayenne', 'Accompaniment: lemon wedges']","['Make salad: Heat oil in a large heavy skillet over moderately high heat until hot but not smoking, then saute chorizo and shallot, stirring, until chorizo is golden brown on edges, 3 to 4 minutes. Add garlic and saute, stirring, 1 minute. Transfer mixture to a large bowl, scraping out skillet with a rubber spatula.', 'Bring broth and wine to a boil in a 2 1/2-quart saucepan and cook shrimp, covered, until just cooked through, about 45 seconds. Transfer shrimp with a slotted spoon to a small bowl. Bring liquid in saucepan back to a boil and cook scallops, covered, until just cooked through, about 2 minutes. Transfer scallops with slotted spoon to bowl with shrimp and pour any liquid accumulated in bowl back into pan. Add lemon juice to seafood, then add salt and pepper to taste and toss to combine.', 'Put couscous in a metal bowl. Reserve 1 3/4 cups cooking liquid in saucepan and discard remainder. Add saffron and bring liquid to a boil and pour over couscous. Let stand, covered tightly with plastic wrap, 5 minutes. Fluff couscous with a fork and add to chorizo. Stir in peas, bell pepper, olives, and seafood and toss to combine.', 'Blend lemon juice, oil, garlic, salt, black pepper, and cayenne in a blender until smooth and pour over seafood salad, tossing to combine well. Let stand 30 minutes at room temperature to allow couscous to absorb dressing.', 'Stir in parsley and season salad with salt and pepper.', 'Make dressing: Salad can be made (without parsley) 2 hours ahead and chilled, covered. Bring to room temperature and stir in parsley just before serving.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498117040,'Paella' Couscous Salad,90,http://allrecipes.com/Recipe/138547/,Mixed
32,EatingWell,5,"This bright red garlicky sauce (pronounced roo-EE) has a nice kick of cayenne. Traditionally an accompaniment for bouillabaisse, it's also great served as a condiment with grilled shrimp or mahi-mahi.",False,"['Saffron is the dried stigma of a saffron crocus. It contributes a pungent flavor and intense yellow color to classic dishes like paella. Saffron is sold in threads and powdered form.', 'Make Ahead Tip', 'Cover and refrigerate for up to 4 days.']","['1/4 cup chopped jarred roasted red peppers', '3 tablespoons reduced-fat mayonnaise', '2 teaspoons lemon juice', '1 teaspoon minced garlic', '1/4 teaspoon salt', '1/4 teaspoon freshly ground pepper', '1/4 teaspoon cayenne pepper', '1 pinch saffron (see Tip)']","['Combine red peppers, mayonnaise, lemon juice, garlic, salt, pepper, cayenne and saffron in a food processor; pulse, scraping down the sides as necessary, until smooth.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498119624,Spicy Rouille,5,http://allrecipes.com/Recipe/141528/,Other
33,EatingWell,60,"Full of spice and exotic flavors, this Cuban take on the classic Spanish paella is an easy way to feed a hungry crowd. Dont worry if you have leftovers. They can easily be rewarmed in a microwave or combined with eggs to make a Spanish tortilla (omelet); or for a great cold dish, toss the leftover rice with cooked vegetables and a vinaigrette made with lime juice instead of vinegar.",False,['Saffron is the dried stigma of a saffron crocus. It contributes a pungent flavor and intense yellow color to classic dishes like paella. Saffron is sold in threads and powdered form.'],"['1/4 cup paprika', '1/4 cup lime juice', '3 tablespoons extra-virgin olive oil, divided', '2 tablespoons rum (optional)', '2 teaspoons minced garlic', '2 teaspoons chopped fresh oregano', '1 teaspoon kosher salt', '1 teaspoon freshly ground pepper', '1/2 teaspoon ground cumin', '1 1/2 pounds boneless pork chops, trimmed, cut into cubes', '2 cups chopped onion', '2 tablespoons chopped garlic', '2 cups arborio rice or short-grain brown rice', '2 (14 ounce) cans reduced-sodium chicken broth', '1 cup canned diced tomatoes', '2 tablespoons capers, rinsed', '1/4 teaspoon saffron threads (see Note)', '16 large shrimp (21-25 per pound), peeled and deveined (optional)', '2 cups frozen artichoke hearts, thawed, or cooked green beans, fresh or frozen, thawed', '1/2 cup roasted red peppers, cut into strips']","['Combine paprika, lime juice, 2 tablespoons oil, rum (if using), 2 teaspoons minced garlic, oregano, salt, pepper and cumin in a medium bowl, stirring to make a homogeneous paste. Add pork and stir to coat.', 'Heat the remaining 1 tablespoon oil in a Dutch oven over medium-high heat. Add the pork, leaving any excess spice mixture in the bowl to add later. Cook the pork, stirring, until just cooked on the outside and the spices are very fragrant, 2 to 3 minutes. Transfer the pork to a plate.', 'Add onion and the remaining 2 tablespoons garlic to the pan and cook, stirring often, until the onion is softened, 4 to 5 minutes. Add rice and cook, stirring, until well coated with the onion mixture. Stir in broth, tomatoes, capers, saffron and any remaining spice mixture. (If using brown rice, also add 3/4 cup water now.) Bring to a boil, then reduce to a low simmer; cook, stirring occasionally, 15 minutes for arborio, 30 minutes for brown rice.', 'Preheat oven to 350 degrees F.', ""Stir shrimp (if using) and artichokes (or green beans) into the rice. Cover and bake for 20 minutes. Stir in the pork and any accumulated juices from the plate; scatter roasted peppers on top. Cover and continue baking until the rice is tender and the liquid has been absorbed (if you' ve added shrimp, they should be opaque and pink), 10 to 15 minutes more.""]",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498121400,Cuban-Style Pork and Rice,105,http://allrecipes.com/Recipe/148616/,Mixed
34,Birds Eye®,25,Paella is a one pan dish that has it all and then some.  This Spanish themed dish is filled with flavor.,False,[],"['1/2 pound Chorizo or Italian sausage, cut into 1/2 inch slices', '2 tablespoons oil', '1 cup onion, chopped', '1 cup red or green pepper, chopped', '1 clove garlic, chopped', '1 tablespoon chili powder', '2 teaspoons turmeric', '2 cups white rice', '4 1/2 cups chicken broth', 'Salt and pepper', '1 cup tomatoes, chopped', '1 pound shrimp in shell', '1 (10 ounce) package Birds Eye® Deluxe Baby Peas', 'Parsley and lemon wedges for garnish']","['In large deep skillet cook sausage until brown. Remove and drain on paper towels. Discard fat. Heat oil in the skillet. Add onion, pepper, garlic, chili powder and turmeric. Saute for 3 minutes. Add rice and stir until coated. Add the sausage and broth, cover pan and simmer slowly for 15 minutes. Uncover pan, season with salt and pepper. Add the tomatoes, press the shrimp tails into the rice, scatter the peas. Do not stir the rice. Cover the pan and cook another 8 to 10 minutes until rice and shrimp are cooked. Serve with parsley and lemon wedges.']",http://images.media-allrecipes.com/userphotos/250x250/982307.jpg,30,4.5,3,1498125144,Seafood Paella,55,http://allrecipes.com/Recipe/156608/,Mixed
35,EatingWell,30,Whole-wheat couscous soaks up this savory saffron-infused broth.,False,[],"['2 teaspoons extra-virgin olive oil', '1 medium onion, chopped', '1 clove garlic, minced', '1/2 teaspoon dried thyme', '1/2 teaspoon fennel seed', '1/4 teaspoon salt', '1/4 teaspoon freshly ground pepper', 'Pinch of crumbled saffron threads', '1 cup no-salt-added diced tomatoes, with juice', '1/4 cup vegetable broth', '4 ounces bay scallops, tough muscle removed', '4 ounces small shrimp (41-50 per pound), peeled and deveined', '1/2 cup whole wheat couscous']","['Heat oil in a large saucepan over medium heat. Add onion; cook, stirring constantly, for 3 minutes. Add garlic, thyme, fennel seed, salt, pepper and saffron; cook for 20 seconds.', 'Stir in tomatoes and broth. Bring to a simmer. Cover, reduce heat and simmer for 2 minutes.', 'Increase heat to medium, stir in scallops and cook, stirring occasionally, for 2 minutes. Add shrimp and cook, stirring occasionally, for 2 minutes more. Stir in couscous. Cover, remove from heat and let stand for 5 minutes; fluff.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498130477,Seafood Couscous Paella,35,http://allrecipes.com/Recipe/167763/,Seafood
36,Safeway,10,"Turkey sausage is the secret to trimming down this traditional Spanish dish, perfect for serving a crowd!",False,[],"['1 pound turkey Italian sausage', '1 tablespoon Safeway SELECT Olive Oil (optional)', '1 large onion, chopped', '2 cloves garlic, minced or pressed', '1 (14.5 ounce) can chicken broth', '1 (14.5 ounce) can diced tomatoes with onions and mild chiles', '1/4 teaspoon saffron threads', '1 (9 ounce) package frozen artichoke hearts, thawed and drained', '1/4 cup minced parsley', '1 cup precooked long-grain instant white rice', 'Lemon wedges (optional)']","['Remove casings from sausage and crumble meat into a 10- to 12-inch nonstick frying pan. Cook over medium-high heat until sausage is browned (7 to 9 minutes), stirring to break it into small chunks. Remove sausage from pan with a slotted spoon; set aside. Discard all but 1 tablespoon. of the drippings from pan. (If there are no drippings, add the olive oil instead.)', 'To pan, add onion and garlic. Cook, stirring often, until onion is lightly browned (about 5 minutes). If pan appears dry, stir in water, 1 tablespoon at a time. Stir in broth, tomatoes and their liquid, saffron, artichokes, and parsley; then return sausage to pan. Bring to a boil; then reduce heat and simmer for 5 minutes. Add rice; cover and simmer until liquid has been absorbed and rice is tender to bite (about 5 more minutes). Garnish with lemon wedges.']",http://images.media-allrecipes.com/userphotos/250x250/993140.jpg,25,0.0,0,1498135103,Turkey Paella,35,http://allrecipes.com/Recipe/175718/,Traditional
37,Safeway,10,"Savory golden saffron flavors paella, a luxuriant one-dish dinner with seafood, sausage, and rice.",False,[],"['12 ounces linguica (Portuguese), firm chorizo, or other cooked sausages', '1 tablespoon Safeway SELECT Olive Oil', '1 (8 ounce) onion, peeled and chopped', '1 (8 ounce) red bell pepper, rinsed, stemmed, seeded, and diced', '2 tablespoons minced garlic', '2 cups arborio or other short-grain white rice', '1 cup dry white wine', '1 quart O Organics Chicken Broth', '1/2 teaspoon paprika', '1/4 teaspoon ground dried turmeric', '1/4 teaspoon saffron threads, crumbled', 'Salt and pepper', '8 ounces boned, skinned firm white-fleshed fish, such as halibut', '1 pound Captains Choice shelled, deveined shrimp (26 to 30 per lb.), tails left on', '8 ounces mussels in shells', '1/4 cup slivered green onions (including green tops)', 'Lemon wedges']","['In a 15-inch paella pan or 12-inch frying pan (with at least 2 1/4-inch-tall sides) over high heat, turn sausages occasionally until browned on both sides, 3 to 5 minutes total. With tongs, transfer to a board.', 'Reduce heat to medium-high and add olive oil to pan; when hot, add onion, bell pepper, and garlic and stir often until onion is limp, 4 to 5 minutes. Add rice and stir until it begins to turn opaque, 2 to 3 minutes. Stir in wine, chicken broth, paprika, turmeric, and saffron. Bring to a boil over high heat, then reduce heat and simmer, uncovered, stirring once or twice, until rice is almost tender to bite, 15 to 18 minutes. Add salt and pepper to taste.', ""Meanwhile, rinse and drain fish and shrimp; cut fish into 1-inch pieces. Pull beards off mussels and scrub mussels; discard any gaping ones that don't close when you tap their shells. Cut sausages diagonally into 1/2-inch-thick slices."", 'Gently stir fish, shrimp, and sausages into rice mixture; arrange mussels on top. Cover pan with foil or lid and cook until rice is tender to bite, fish and shrimp are opaque but still moist-looking in center of thickest part (cut to test), and mussel shells have popped open, 7 to 8 minutes.', 'Sprinkle evenly with green onions. Garnish with lemon wedges. Serve from pan, adding juice from lemon wedges and more salt and pepper to taste.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,50,0.0,0,1498136163,Seafood and Sausage Paella,60,http://allrecipes.com/Recipe/177350/,Seafood
38,Swanson®,15,"Chicken, kielbasa and shrimp are mixed with a bold combination of Swanson® Chicken Stock, rice, turmeric and salsa to make a colorful dish that's a real crowd pleaser.",False,"[""Campbell's Kitchen Tip: Some like it hot and some don't! Before selecting which salsa to use in this recipe (hot, medium or mild) I consider the other foods I'm serving and my guests' preference for spicy foods. - Cathy Marschean-Spivak, Campbell's Kitchen""]","['1 tablespoon vegetable oil', '2 cups uncooked regular long-grain white rice', '4 cups Swanson® Chicken Stock, heated', '1 cup Pace® Thick & Chunky Salsa', '1 teaspoon ground turmeric', '1 (16 ounce) package turkey kielbasa, sliced', '12 ounces frozen peeled and deveined small cooked shrimp, thawed', '1 (10 ounce) package refrigerated fully-cooked chicken breast strips']","['Heat the oil in a 12-inch skillet over medium heat. Add the rice and cook for 30 seconds, stirring constantly. Stir in the stock, salsa and turmeric and heat to a boil. Reduce the heat to low. Cover the skillet and cook for 15 minutes.', 'Stir in the kielbasa, shrimp and chicken. Cover the skillet and cook for 5 minutes or until the rice is tender and most of the liquid is absorbed.']",http://images.media-allrecipes.com/userphotos/250x250/980164.jpg,30,4.55,10,1498136113,Pre-Game Paella,45,http://allrecipes.com/Recipe/177843/,Mixed
39,Safeway,15,"This quick version of classic paella is good for those on the go. To make it even faster, start rice mix before preparing other ingredients.",False,[],"['2 cups O Organics Chicken Broth', '1/4 teaspoon powdered saffron', '1 (7 ounce) box Spanish rice mix', '3 ounces linguica, halved lengthwise, then sliced', '1 cup chopped green or red bell pepper', '1/3 pound shelled, cooked fresh or frozen shrimp', '1/4 pound bay scallops', '3/4 cup Safeway SELECT Petite Green Peas']","['In a 10- to 12-inch frying pan over high heat, bring broth and saffron to a boil. Stir in rice and seasoning packet, reduce heat, and simmer, covered, until rice is tender to bite, 16 to 18 minutes.', 'Meanwhile, in an 8- to 10-inch frying pan over medium heat, stir linguica and bell pepper until meat is well browned, 10 to 12 minutes. Remove from heat (if using frozen shrimp, add to pan now and stir often until they are warm to the touch, about 4 minutes).', 'To rice, stir in sausage mixture, shrimp, scallops, and peas. Cover and cook over medium heat until scallops are no longer translucent and peas are hot to touch, about 4 minutes.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,30,0.0,0,1498136992,Presto Paella,45,http://allrecipes.com/Recipe/179867/,Seafood
40,Hellmann's® or Best Foods® Real Mayonnaise,25,A Bobby Flay Recipe,False,[],"[""1/4 cup Hellmann's® or Best Foods® Real Mayonnaise"", '2 1/2 tablespoons lemon juice', '1 teaspoon grated lemon peel', '1/2 teaspoon paprika', '2 tablespoons canola oil', '1/2 pound spicy turkey sausage or pork sausage, cut into 1/2-inch thick slices', '1 small Spanish onion, chopped', '2 roasted red bell peppers, cut into thin strips', '3 cloves garlic', '1 1/2 cups uncooked regular or converted rice', '3 cups chicken broth', '1 cup green peas', '1 pound leftover turkey, finely chopped', '1/4 cup finely chopped fresh parsley']","[""Combine Hellmann's(R) or Best Foods(R) Real Mayonnaise, lemon juice, lemon peel and paprika with wire whisk in small bowl. Season, if desired, with salt and pepper; set aside."", 'Heat oil in 4-quart Dutch oven over high heat and cook sausage, stirring occasionally, 5 minutes or until golden brown and just cooked through. Remove to paper-towel-lined plate.', 'Cook onion in same Dutch oven over medium heat, stirring occasionally, 4 minutes or until onion is tender. Stir in red peppers and garlic and cook 30 seconds. Stir in rice and cook, stirring occasionally, 3 minutes. Stir in broth. Bring to a boil over high heat. Reduce heat to medium and simmer covered 15 minutes or until rice is tender and liquid is absorbed. Stir in peas and turkey and let stand covered 5 minutes. Gently fold in lemon-paprika aioli and parsley. Season, if desired, with salt and pepper.']",http://images.media-allrecipes.com/userphotos/250x250/992039.jpg,35,0.0,0,1498153403,Turkey Paella with Lemon-Smoked Paprika Aioli,60,http://allrecipes.com/Recipe/213898/,Traditional
41,Rainierp,30,"(Aka Spanish Spaghetti or Noodle Paella) Pronounced 'Feed-wa'. I heard of this variation of paella that used noodles instead of rice. I am a big fan of paella and wanted to try it, but couldn't find a recipe. This is my version of fideua. It turned out awesome and a lot faster to cook than paella. I made mine in a 10” cast iron skillet, and made enough to feed about 4 peeps.",False,"[""Cook's Note"", ""Paella and fideua are versatile dishes. In fact the original idea was to make this dish and use up leftovers, and rumor has it that paella is an old Arabic word for ‘leftovers'. Little trivia for ya! You can make paella with sausage, chicken, scallops, clams, mussels, and all sorts of veggies; ideally they work the same. If you only use vegetables, you can replace the olive oil with butter.""]","['3 cups chicken stock, or more if needed', '2 cloves garlic, minced', '1 pinch saffron', '1 cup pancetta bacon, diced', '2 tablespoons olive oil, divided', '1/2 cup diced carrots', '1/2 cup frozen artichoke hearts, thawed', '1/2 cup fresh green beans', '2 cups diced white onion', 'salt and black pepper to taste', '2 cups diced tomatoes', '1 (16 ounce) package spaghetti, broken into 2-inch pieces']","['Combine the chicken stock, garlic, and saffron in a saucepan. Warm until hot, but not too hot to put your finger in. Cover, and keep warm over low heat so the saffron can infuse while you continue with the recipe.', 'Cook and stir the diced pancetta in a cast iron skillet over medium heat until most of the fat has rendered out and the pancetta has cooked to your desired degree of doneness, about 10 minutes. Once done, remove the pancetta and set aside.', 'Discard the grease and pour in 1 tablespoon of olive oil. Cook and stir the carrots, artichoke hearts, and green beans until the vegetables begin to soften, then remove from the pan and set aside. Heat the remaining 1 tablespoon of olive oil in the skillet, and stir in the onion. Season with salt and pepper, and cook until the onion has softened, about 10 minutes. Add the tomatoes, and cook until the tomato-onion mixture is practically a paste, 15 to 20 minutes.', 'Spread the onion mixture evenly over the bottom of the skillet, and sprinkle evenly with the broken spaghetti pieces. Pour in enough saffron broth to cover the noodles, then arrange the pancetta and cooked vegetables over top. Add additional saffron broth as needed to cover the vegetables. Bring to a simmer, then reduce heat to medium-low, and cook until the noodles are tender, about 15 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/3186892.jpg,55,3.83,3,1498154894,Cascadia Fideua,85,http://allrecipes.com/Recipe/217055/,Traditional
42,CVirginiaKing,60,Hominy Grill-style low country rice casserole.  Close relative to jambalaya and paella.  Endless possibilities with this dish.,False,[],"['3 slices bacon, chopped', '1 cup cubed fully cooked ham', '1 pound smoked sausage, sliced', '2 cups diced onion', '1 cup diced celery', '1 cup diced green bell pepper', '1 cup diced red bell pepper', '1 teaspoon peanut oil (optional)', '2 tablespoons minced garlic', '1 cup peeled and diced eggplant', '1 teaspoon peanut oil', '2 cups uncooked white rice', '2 cups sliced fresh okra', '1/2 cup red wine', '2 cups chicken stock', '1 (14.25 ounce) can tomato puree', '2 bay leaves', '2 1/2 teaspoons salt', '1/2 teaspoon dried basil', '1/2 teaspoon dried thyme', '1/2 teaspoon ground black pepper', 'hot pepper sauce (such as Cholula®)']","['Preheat an oven to 375 degrees F (190 degrees C).', 'Place the bacon in a large, deep skillet, and cook over medium-high heat, turning occasionally, until evenly browned, about 8 minutes. Set the bacon on a paper towel-lined plate, leaving bacon fat in the skillet. Brown the ham and sausage in the bacon fat, about 10 minutes. Remove from pan.', 'Add the onions, celery, red and green bell peppers to the pan used to cook the meat, adding peanut oil if the pan is too dry. Cook and stir until the vegetables are tender, about 5 to 8 minutes. Stir in the garlic and cook 2 minutes. Add the eggplant, and cook for 5 more minutes. Place the cooked veggies in the bottom of a large casserole or oven-proof baking dish.', 'Heat 1 teaspoon peanut oil in the skillet. Pour in the uncooked rice; cook and stir until the rice is fragrant and golden, about 3 minutes. Spoon the rice over the veggies in the casserole dish. Cover the rice with the cooked bacon, ham, and sausage.', 'Return the skillet to medium heat, and cook the okra until lightly brown. Pour in the red wine and simmer until the wine has almost evaporated completely. Stir chicken stock, tomato puree, bay leaves, salt, basil, thyme, and black pepper into the okra; bring to a boil. Pour the okra mixture into the casserole dish, and cover the dish tightly with foil. Bake in the preheated oven until the rice is tender, about 1 to 1 1/4 hours. Remove the bay leaves and serve with hot sauce.']",http://images.media-allrecipes.com/userphotos/250x250/682834.jpg,100,3.33,2,1498154066,Red Rice Purloo,160,http://allrecipes.com/Recipe/218442/,Traditional
43,Allrecipes,20,Paella is a classic Spanish dish of rice cooked with shellfish and seasoned with saffron. It is perfect for easy entertaining.,False,[],"['2 tablespoons olive oil', '1 onion, finely diced', '1/2 tomato, finely diced', '1 pinch salt', '1/2 tablespoon smoked paprika', '6 fresh romano or green beans', '1/2 cup canned butter beans, drained and rinsed', '1/2 cup white rice', '6 large shrimp', '6 mussels', '6 clams', '1 cup white wine', '2 cups seafood stock', '1 pinch saffron threads', '1 teaspoon finely chopped fresh rosemary', '1 cup fresh peas', '5 baby squid, cut into rings and tentacles', '1 lemon, cut into wedges', '1 tablespoon chopped fresh flat-leaf parsley']","['Heat olive oil in a large skillet or paella pan over high heat. Cook and stir onion, tomato, salt, and smoked paprika into the hot oil until softened, about 3 minutes. Add romano beans, butter beans, and rice; cook and stir until rice is coated with oil, 2 to 3 minutes.', 'Place shrimp, mussels, and clams over the top of the rice mixture. Pour in white wine and seafood stock; sprinkle in saffron threads and rosemary. Bring mixture to a simmer. Turn shellfish and continue to cook until clams and mussels have opened, and shrimp are pink and cooked through, about 5 minutes. Remove clams, mussels, and shrimp and set aside.', 'Stir peas into the paella; simmer, uncovered, until rice is tender and has absorbed the liquid, 20 to 25 minutes. Stir in squid, and return clams, mussels, and shrimp to the pan. Cook until squid is opaque and cooked through, 2 to 3 more minutes. Serve with lemon wedges and chopped parsley.']",http://images.media-allrecipes.com/userphotos/560x315/4503420.jpg,35,4.2,4,1498158969,Authentic Seafood Paella,55,http://allrecipes.com/Recipe/228444/,Seafood
44,Filippo Berio Olive Oil,0,"This Spanish-inspired shellfish, chicken, vegetable, and rice classic is seasoned with savory herbs and spices and is easily prepared in the oven.",False,"['Recipe provided by Low Cholesterol Olive Oil Cookbook', '*You can substitute a 16-oz. can of drained asparagus tips or artichoke hearts for 1 cup of frozen green peas.']","['1/2 cup Filippo Berio® Extra Virgin Olive Oil', '1 1/2 pounds boneless chicken breasts, skinned and cut in half (or turkey breasts)', '3 garlic cloves, slivered', '1 large green bell pepper, cut into strips', '1 medium onion, chopped', '3 cups low-sodium chicken broth', '1 1/2 cups uncooked long-grain rice', '1 teaspoon paprika', '1/2 teaspoon dried oregano leaves', '1/4 teaspoon black pepper', '1/4 teaspoon crumbled saffron', '1/2 pound raw shrimp, peeled and deveined', '12 fresh littleneck clams, well rinsed and scrubbed', '2 large tomatoes', '1 cup frozen green peas, defrosted*']","['Preheat oven to 350 degrees F. Heat olive oil in a large, heavy skillet and saute chicken for 15 minutes until lightly browned. Transfer chicken to a large ovenproof casserole.', 'Saute garlic, green pepper, and onion over medium heat in remaining olive oil for 5 minutes. Add chicken broth to the skillet and bring to a boil over high heat. Stir in rice, paprika, oregano, black pepper, and saffron. Bring to a boil again.', 'Pour rice mixture over chicken pieces in casserole. Cover and bake for 40 minutes.', 'Remove casserole from oven. Add shrimp, clams, tomatoes, and peas. Cover and return to oven for 15 minutes.']",http://images.media-allrecipes.com/userphotos/250x250/983679.jpg,0,2.5,0,1498159260,Paella by Filippo Berio®,0,http://allrecipes.com/Recipe/229049/,Mixed
